-97.5516891	30.4862229
-97.5527871	30.4902849
-97.5632471	30.4918129
-97.5634991	30.4923489
-97.5637511	30.4955569
-97.5689081	30.4961849
-97.5689541	30.4993549
-97.5710371	30.5002059
-97.5723191	30.5003259
-97.5745391	30.4999749
-97.5750651	30.5002819
-97.5768281	30.5010939
-97.5789711	30.4998299
-97.5809321	30.5008599
-97.5850981	30.4992119
-97.5908271	30.4971439
-97.5912091	30.5009529
-97.5931771	30.5004189
-97.5962061	30.5014679
-97.6001351	30.4993989
-97.6006161	30.4991999
-97.6018981	30.4985399
-97.6034011	30.4972409
-97.6060941	30.4951359
-97.6068261	30.4903119
-97.6152721	30.4895869
-97.6174921	30.4893579
-97.6187741	30.4903729
-97.6204367	30.4894182
-97.6204981	30.4893829
-97.6275711	30.4855039
-97.6412811	30.4821049
-97.6431191	30.4798389
-97.6434471	30.4781909
-97.6449731	30.4776299
-97.6461711	30.4770849
-97.6514811	30.4749199
-97.6562501	30.4773459
-97.6591561	30.4790839
-97.6613461	30.4802469
-97.6641001	30.4818129
-97.6699061	30.4784249
-97.6730191	30.4798619
-97.6743311	30.4805659
-97.6762877	30.4803242
-97.6791221	30.4799739
-97.6833641	30.4795929
-97.6856681	30.4713659
-97.6883241	30.4631189
-97.6888881	30.4615359
-97.6962811	30.4614079
-97.7041851	30.4585809
-97.7151181	30.4589249
-97.7154461	30.4588219
-97.7340691	30.4499089
-97.7465131	30.4498689
-97.7467951	30.4493329
-97.7494121	30.4478389
-97.7527771	30.4432959
-97.7546461	30.4401239
-97.7536011	30.4333829
-97.7586671	30.4332579
-97.7656401	30.4327879
-97.7675401	30.4327539
-97.7682261	30.4326739
-97.7715301	30.4314529
-97.7762451	30.4298419
-97.7773131	30.4317549
-97.7779921	30.4345619
-97.7792431	30.4382779
-97.7816942	30.4392902
-97.7834966	30.4401227
-97.7851481	30.4407359
-97.7887031	30.4442609
-97.7943721	30.4448389
-97.7997891	30.4472559
-97.8095161	30.4472119
-97.8118661	30.4470059
-97.8130411	30.4476409
-97.8139261	30.4481859
-97.8175351	30.4508409
-97.8260261	30.4551369
-97.8263621	30.4562999
-97.8269271	30.4577309
-97.8336411	30.4630499
-97.8350061	30.4641799
-97.8367461	30.4657589
-97.8387831	30.4671869
-97.8404921	30.4685019
-97.8465041	30.4735599
-97.8457941	30.4758119
-97.8622581	30.4974879
-97.8590461	30.5003139
-97.8561321	30.5030299
-97.8558501	30.5075849
-97.8597711	30.5125159
-97.8641399	30.5154766
-97.8671951	30.5175469
-97.8682251	30.5186899
-97.8696824	30.5204709
-97.8716041	30.5228189
-97.8705558	30.5293794
-97.8704783	30.5297481
-97.8694381	30.5361509
-97.8678811	30.5464359
-97.8720241	30.5485069
-97.8822171	30.5538879
-97.8832771	30.5529779
-97.8875421	30.5566209
-97.8886365	30.5648686
-97.8886871	30.5652499
-97.8914101	30.5664839
-97.8928451	30.5651029
-97.8963771	30.5648759
-97.9001311	30.5689849
-97.9023891	30.5712999
-97.9042891	30.5705659
-97.9057081	30.5704879
-97.9218291	30.5642489
-97.9268951	30.5675499
-97.9215851	30.5740119
-97.9194871	30.5764229
-97.9151301	30.5805069
-97.9192501	30.5854469
-97.9205011	30.5868719
-97.9219581	30.5908709
-97.9196851	30.5964469
-97.9166791	30.6048179
-97.9255521	30.6072309
-97.9347531	30.6100959
-97.9518351	30.6250739
-97.9570461	30.6279179
-97.9665061	30.6235879
-97.9779281	30.6219419
-97.9817421	30.6184709
-97.9911111	30.6095559
-97.9923171	30.6092579
-97.9979551	30.6126969
-98.0001751	30.6179599
-98.0018461	30.6214419
-98.0063171	30.6275499
-98.0124431	30.6173929
-98.0295481	30.6147169
-98.0363541	30.6117469
-98.0364331	30.6119273
-98.0369425	30.6131056
-98.0394504	30.6185354
-98.0401531	30.6181999
-98.0499428	30.6240406
-98.122787	30.485369
-98.1120831	30.4869169
-98.1073231	30.4914969
-98.1032491	30.4949229
-98.095871	30.496532
-98.097176	30.467363
-98.125565	30.42572
-98.173053	30.3562174
