-98.173053	30.3562174
-98.0887546	30.2966261
-98.0663047	30.2800233
-97.9838297	30.220914
-97.9831318	30.2204746
-97.9256814	30.1794678
-97.9197662	30.1751607
-97.9166266	30.1729398
-97.912239	30.1697973
-97.9111523	30.1689317
-97.9109165	30.1688489
-97.9101051	30.1683084
-97.8951738	30.1575398
-97.8574509	30.1303962
-97.8534312	30.1274691
-97.8520661	30.1265714
-97.8133999	30.0988365
-97.8131635	30.0986648
-97.8128838	30.0984677
-97.7561037	30.057542
-97.755876	30.0574693
-97.7087175	30.0232901
-97.7018339	30.0287129
-97.6533397	30.0713795
-97.6490323	30.0677607
-97.4924539	30.2101852
-97.3695642	30.4195771
-97.3735351	30.4177179
-97.3767541	30.4191929
-97.3777381	30.4223779
-97.3794321	30.4241139
-97.3833611	30.4243369
-97.3832161	30.4267079
-97.3847801	30.4296639
-97.3868941	30.4306669
-97.3875881	30.4341829
-97.3925471	30.4351249
-97.3914481	30.4376079
-97.3930511	30.4394369
-97.3954541	30.4379989
-97.4045861	30.4407189
-97.4061811	30.4423579
-97.4076001	30.4400339
-97.4085841	30.4383079
-97.4152291	30.4383939
-97.4227901	30.4453019
-97.4271011	30.4522109
-97.4292831	30.4524089
-97.4332801	30.4529089
-97.4339901	30.4594989
-97.4357981	30.4598559
-97.4371791	30.4604219
-97.4394451	30.4600159
-97.4404291	30.4583139
-97.4417031	30.4552649
-97.4447701	30.4560029
-97.4455101	30.4613239
-97.4531781	30.4613829
-97.4593961	30.4583369
-97.4638741	30.4608679
-97.4668191	30.4654249
-97.4692301	30.4660769
-97.4711451	30.4667489
-97.4760361	30.4673479
-97.4760581	30.4691919
-97.4779661	30.4696939
-97.4800561	30.4703499
-97.4863431	30.4695889
-97.4886621	30.4732179
-97.4937511	30.4751409
-97.5012741	30.4776779
-97.5025481	30.4805659
-97.5048211	30.4810839
-97.5108411	30.4850799
-97.5167161	30.4805919
-97.5221931	30.4763079
-97.5234291	30.4737219
-97.5238721	30.4726439
-97.5271681	30.4752349
-97.5404351	30.4786849
-97.5429991	30.4793939
-97.5457301	30.4758929
-97.5462031	30.4754499
-97.5497431	30.4764299
-97.5499261	30.4765159
-97.5491481	30.4801419
-97.5490721	30.4808289
-97.5509561	30.4845649
